,centroid-0,centroid-1,area,convex_area,extent,eccentricity,orientation
238,345.9032258064516,3182.064516129032,31,35,0.775,0.8437786727216144,-1.5130829966114343
239,344.4,3280.4,15,15,0.9375,0.4898979485566357,-0.7853981633974483
240,347.72972972972974,3528.7837837837837,37,40,0.8409090909090909,0.9494867068049047,-1.5154584759425693
242,347.03225806451616,5334.064516129032,31,35,0.6326530612244898,0.8897538246743754,-0.6947612460449328
245,352.24615384615385,3256.2615384615383,65,71,0.6632653061224489,0.9437780719400239,-1.282859674618132
246,350.3125,5536.025,80,93,0.7272727272727273,0.534183595299128,-1.668986883779867
247,349.0,5784.0,15,15,1.0,0.816496580927726,-1.5707963267948966
248,350.0,3063.6774193548385,31,33,0.8857142857142857,0.7159063070118437,0.0
249,350.5,3102.5,14,14,0.875,0.6708203932499369,-2.356194490192345
250,350.5,3601.5,14,14,0.875,0.6708203932499369,-2.356194490192345
253,356.71014492753625,3050.840579710145,69,76,0.69,0.771949742355608,-0.8260808435745625
254,359.1666666666667,3453.4166666666665,48,55,0.5714285714285714,0.9707983733636619,-1.319912271458117
255,358.26190476190476,3038.5714285714284,42,46,0.65625,0.772273998767696,-2.3351588000844563
256,359.3225806451613,3499.483870967742,62,67,0.775,0.6186816475829032,-1.271679241742949
257,359.25,3138.25,24,26,0.8571428571428571,0.8748177652797064,-1.4288992721907325
258,367.58940397350995,3186.264900662252,151,179,0.5992063492063492,0.914325757616685,-1.3197769866225666
262,363.2,20.75,40,43,0.7407407407407407,0.8354083617422535,-1.99586744670289
263,361.0,3149.3478260869565,23,25,0.7666666666666667,0.80746887715014,-0.5329048758404045
264,362.9555555555556,5546.311111111111,45,51,0.703125,0.5595412583117411,-2.5585161185706484
266,362.3333333333333,3164.0,18,18,0.9,0.6123724356957945,0.0
267,362.7692307692308,3533.8076923076924,26,27,0.8666666666666667,0.670494746736171,-0.4795694151521923
268,395.9935540580135,2005.874890125989,3413,5293,0.37960182404626847,0.9435063453937861,-0.3310299089438773
269,363.4,3124.6,15,15,0.9375,0.4898979485566355,-0.785398163397448
270,364.44,3276.68,25,26,0.8333333333333334,0.5455303954303191,-1.7680219919860083
271,364.57894736842104,3096.1052631578946,19,19,0.95,0.6322808964466017,-2.917832666011208
274,365.4117647058824,3116.9411764705883,17,18,0.85,0.7592834946661577,-2.7069752508568614
275,375.8358778625954,5608.820610687023,524,764,0.4874418604651163,0.8249979318326126,-0.1188414687810071
276,371.6242774566474,3316.1098265895953,173,189,0.6336996336996337,0.8623578560230516,-2.7333723213248597
277,370.30555555555554,454.97222222222223,36,47,0.5142857142857142,0.9401322027990211,-2.003225567834928
280,373.2105263157895,3367.7894736842104,38,39,0.8444444444444444,0.8462977770895068,-1.3955719481504785
281,376.0,3296.9375,96,104,0.7384615384615385,0.7748856684175961,-1.9691253921220282
282,372.5,3094.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
283,372.4,3174.4,15,15,0.9375,0.4898979485566357,-0.7853981633974483
284,377.9811320754717,3551.6603773584907,53,66,0.5408163265306123,0.9574704102967194,-1.2232265701849743
286,374.5,3837.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
287,377.04545454545456,3218.3636363636365,22,25,0.7857142857142857,0.8993655236464688,-1.330644664571045
288,376.57894736842104,3596.8947368421054,19,19,0.95,0.6322808964466018,-0.22375998757858495
289,376.4,3814.4,15,15,0.9375,0.4898979485566357,-0.7853981633974483
290,383.1607142857143,3832.1428571428573,56,66,0.5333333333333333,0.9711273017058534,-1.272685873398401
291,379.58620689655174,3055.9310344827586,29,29,0.9666666666666667,0.5759048965827145,-1.3758373948294707
292,383.561797752809,3618.887640449438,89,109,0.6180555555555556,0.8940743374759961,-1.339760314348342
294,380.0,3838.0,15,15,1.0,0.816496580927726,-1.5707963267948966
295,381.05882352941177,3534.4117647058824,17,18,0.85,0.759283494666158,-1.1361789240619653
296,388.421875,3190.1015625,128,156,0.6844919786096256,0.7753690333430915,-1.343615669663775
297,384.76666666666665,6290.866666666667,30,32,0.7142857142857143,0.8389063201757416,-0.6444673323514734
298,384.5,452.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
299,386.1304347826087,3201.695652173913,23,25,0.8214285714285714,0.8841155890112264,-1.7732422199374382
300,384.6,3542.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
301,385.0,3852.0,15,15,1.0,0.816496580927726,-1.5707963267948966
302,388.5,3432.0,36,40,0.72,0.9327940465280079,-1.2891381960489126
304,388.5,5592.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
305,388.0,5598.5,12,12,1.0,0.6831300510639732,0.0
307,391.5,3391.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
308,412.5829918032787,2706.3186475409834,976,1530,0.31895424836601305,0.9822942809233419,-2.8715292034081346
309,393.0,2820.5,16,18,0.8,0.8141614619221464,-1.1159197478227916
310,392.0,3743.5,12,12,1.0,0.6831300510639732,0.0
312,396.40625,2161.53125,64,71,0.7111111111111111,0.6910745958491064,-0.5781172127611113
313,408.697247706422,3085.8256880733943,218,305,0.41523809523809524,0.9737047164495959,-1.1878971806277097
314,398.84761904761905,3423.980952380952,105,110,0.7954545454545454,0.6647358203985803,-0.5259144198980301
315,410.65345622119816,3057.884792626728,1085,1225,0.6239217941345601,0.769793910421993,-0.5382339874424964
316,396.6,3089.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
318,398.0,393.0,15,15,1.0,0.816496580927726,-1.5707963267948966
319,423.3705536653263,4121.122177544076,3233,4181,0.48984848484848487,0.9478684084758282,-0.23194591508487616
